Employee_ID,Age,Gender,Department,Job_Role,Education,Experience_Years,Monthly_Salary,Performance_Rating,Attendance_Percentage,Training_Hours,Promotions_Last_5_Years,Attrition
7160,35,Female,Finance,Manager,PhD,2,33776,3,79.45,68,3,No
7161,22,Other,Sales,Analyst,PhD,16,28517,2,80.24,53,0,Yes
7162,45,Other,HR,Associate,Post Graduate,31,79470,3,62.39,91,0,No
7163,33,Male,Operations,Team Lead,Graduate,23,46976,3,65.03,86,3,No
7164,54,Female,Sales,Team Lead,Post Graduate,1,143368,4,76.92,41,3,No
7165,54,Male,HR,Senior Manager,Graduate,0,48547,3,85.7,63,1,No
7166,55,Other,HR,Associate,Diploma,33,116715,2,70.58,18,0,No
7167,58,Male,HR,Executive,Post Graduate,7,116943,3,81.06,88,2,No
7168,23,Other,Operations,Senior Manager,PhD,8,96456,2,75.17,82,3,Yes
7169,26,Female,Finance,Manager,Graduate,27,48306,5,85.21,61,2,No
7170,39,Male,Operations,Team Lead,Diploma,18,117333,5,76.98,2,1,No
7171,23,Male,Operations,Manager,PhD,19,122601,4,94.07,7,2,No
7172,38,Male,Sales,Team Lead,Graduate,6,144571,1,99.35,89,0,Yes
7173,59,Male,IT,Team Lead,Diploma,34,135749,5,96.52,30,0,Yes
7174,29,Female,IT,Team Lead,PhD,18,74099,1,66.74,18,2,No
7175,32,Other,IT,Associate,PhD,16,62571,2,78.29,80,2,No
7176,25,Other,Sales,Analyst,Diploma,17,72577,1,78.35,64,0,No
7177,23,Female,Marketing,Associate,PhD,6,21222,3,93.62,52,3,No
7178,31,Other,Sales,Manager,Graduate,26,102336,2,74.29,12,0,No
7179,50,Male,HR,Associate,Graduate,29,26455,3,81.98,58,3,Yes
7180,24,Female,Operations,Senior Manager,PhD,22,141615,1,84.37,56,0,No
7181,25,Other,Marketing,Executive,High School,19,26876,3,64.46,42,2,No
7182,21,Female,HR,Senior Manager,Diploma,22,39463,2,82.32,11,2,Yes
7183,47,Female,Operations,Associate,High School,25,109997,3,69.87,95,0,No
7184,48,Other,Operations,Manager,Graduate,13,44200,1,68.26,87,3,Yes
7185,49,Other,HR,Executive,PhD,30,65048,3,70.01,97,3,No
7186,38,Female,Sales,Senior Manager,Post Graduate,26,137270,3,63.97,23,3,No
7187,32,Female,IT,Executive,Post Graduate,8,69379,4,62.79,41,2,No
7188,33,Other,Marketing,Manager,High School,22,113102,2,85.87,8,1,Yes
7189,22,Female,Operations,Team Lead,High School,9,58070,4,97.64,47,2,No
7190,57,Other,Finance,Manager,High School,22,17350,1,87.52,67,3,No
7191,36,Female,Operations,Analyst,Graduate,9,106074,5,72.47,47,2,No
7192,44,Female,IT,Executive,Graduate,1,111209,1,73.4,24,0,No
7193,55,Female,Operations,Manager,PhD,0,25559,1,81.66,99,2,No
7194,42,Other,Finance,Team Lead,Graduate,17,130733,1,94.65,23,0,No
7195,56,Male,Sales,Team Lead,PhD,34,24678,1,68.1,22,2,No
7196,31,Other,Operations,Manager,PhD,6,56924,4,78.74,61,2,No
7197,49,Female,Marketing,Senior Manager,High School,21,136321,1,79.96,78,2,No
7198,55,Male,Sales,Manager,Post Graduate,24,83201,3,97.25,88,3,No
7199,35,Male,Finance,Team Lead,High School,22,127625,1,81.45,60,0,No
7200,51,Female,HR,Manager,Graduate,8,38681,5,91.23,9,2,No
7201,36,Other,Operations,Analyst,Diploma,26,85781,2,63.51,9,3,No
7202,30,Male,Sales,Senior Manager,Graduate,10,72713,4,73.08,69,2,No
7203,52,Male,Operations,Manager,Post Graduate,26,49162,4,84.46,68,1,Yes
7204,22,Other,Marketing,Team Lead,Graduate,27,128048,4,87.11,59,0,No
7205,44,Other,Operations,Manager,Post Graduate,17,56788,4,95.41,92,3,No
7206,43,Male,Sales,Manager,Diploma,33,66227,1,83.62,83,0,No
7207,22,Other,IT,Executive,Diploma,12,116200,5,71.58,64,3,No
7208,58,Male,Sales,Manager,PhD,29,93350,1,81.56,85,3,No
7209,51,Female,Finance,Analyst,Graduate,27,138062,2,88.46,56,2,Yes
7210,46,Other,Sales,Team Lead,PhD,21,127604,2,91.37,86,2,No
7211,49,Male,Marketing,Associate,High School,23,90819,1,97.78,89,1,No
7212,23,Other,Sales,Executive,High School,29,45043,1,67.63,13,3,No
7213,34,Other,Sales,Associate,High School,19,122381,1,86.44,35,0,No
7214,45,Male,Marketing,Manager,High School,5,54027,5,68.01,61,3,No
7215,21,Female,Sales,Senior Manager,High School,32,101387,4,72.71,75,1,No
7216,23,Male,Marketing,Analyst,Graduate,14,15994,2,65.71,14,0,Yes
7217,46,Other,Finance,Analyst,PhD,14,50257,2,90.92,48,1,No
7218,38,Male,Marketing,Analyst,PhD,31,149587,4,96.56,79,2,No
7219,29,Other,Finance,Executive,Post Graduate,13,100982,4,61.2,14,0,No
7220,58,Male,Finance,Manager,High School,7,37218,2,92.54,71,3,Yes
7221,43,Female,Marketing,Analyst,Diploma,21,76677,2,69.67,43,0,No
7222,41,Female,Sales,Manager,Post Graduate,19,106466,5,79.48,77,2,No
7223,21,Female,Operations,Senior Manager,Post Graduate,23,104744,2,89.93,1,0,No
7224,41,Female,IT,Manager,Graduate,20,135323,1,80.27,75,2,No
7225,47,Male,Operations,Associate,Post Graduate,27,42395,1,69.25,62,2,No
7226,26,Female,Marketing,Manager,Diploma,22,20515,4,96.25,23,1,No
7227,56,Male,Sales,Manager,PhD,23,22920,4,83.74,1,2,No
7228,48,Other,Finance,Team Lead,Post Graduate,22,131614,1,97.25,81,3,No
7229,37,Other,HR,Associate,Graduate,3,78968,4,93.87,3,0,No
7230,23,Other,IT,Executive,High School,3,97148,1,95.06,91,0,No
7231,32,Female,Operations,Manager,Diploma,29,119889,5,74.47,88,3,Yes
7232,59,Female,Sales,Analyst,High School,27,44792,4,99.49,39,0,No
7233,32,Female,IT,Team Lead,Post Graduate,30,137725,3,94.1,6,2,Yes
7234,22,Other,HR,Manager,PhD,32,104886,2,73.5,75,2,No
7235,42,Other,HR,Team Lead,Graduate,18,101145,1,95.86,60,0,No
7236,43,Other,HR,Executive,Diploma,9,131236,2,90.21,43,1,No
7237,50,Other,Operations,Team Lead,PhD,24,124551,2,89.01,82,2,No
7238,25,Male,Marketing,Analyst,Diploma,12,78724,4,60.25,67,0,No
7239,29,Male,IT,Manager,Graduate,5,18009,2,60.9,1,0,No
7240,41,Female,Marketing,Analyst,Graduate,29,118861,3,87.79,87,0,No
7241,31,Female,HR,Senior Manager,Post Graduate,22,23416,4,71.15,44,3,Yes
7242,25,Other,Sales,Team Lead,Diploma,15,50018,1,62.34,10,0,No
7243,55,Male,HR,Team Lead,Post Graduate,7,75246,2,71.44,87,0,No
7244,47,Male,Marketing,Team Lead,Diploma,15,39295,2,93.52,38,0,Yes
7245,22,Female,HR,Associate,Diploma,10,141755,5,78.82,72,0,No
7246,44,Male,HR,Executive,High School,0,118456,1,84.62,6,1,No
7247,51,Female,Marketing,Associate,Post Graduate,21,132725,5,92.02,28,3,No
7248,53,Other,Marketing,Analyst,Diploma,17,40927,1,72.93,98,0,No
7249,59,Other,Sales,Senior Manager,Diploma,10,54356,2,60.45,63,3,No
7250,50,Female,Marketing,Executive,Graduate,19,65545,2,72.93,23,0,No
7251,57,Other,Sales,Executive,High School,9,31310,3,98.27,66,2,No
7252,48,Other,Finance,Manager,Graduate,9,137547,4,79.29,0,0,No
7253,51,Male,Finance,Senior Manager,Post Graduate,21,80906,3,82.79,96,0,No
7254,31,Male,Marketing,Team Lead,Post Graduate,10,67595,1,90.42,45,1,No
7255,43,Male,HR,Associate,Diploma,34,65428,1,64.6,97,1,No
7256,22,Male,IT,Team Lead,PhD,8,123982,1,89.36,42,1,No
7257,47,Male,HR,Manager,Graduate,14,138098,1,71.91,9,3,No
7258,55,Female,Marketing,Associate,Post Graduate,18,109719,4,75.53,78,3,No
7259,22,Female,Sales,Team Lead,Diploma,5,106313,2,70.78,74,1,No
7260,59,Male,HR,Analyst,Diploma,4,106948,3,66.14,32,3,No
7261,57,Other,Finance,Team Lead,Graduate,2,62338,2,74.46,60,0,No
7262,41,Other,Operations,Associate,Diploma,9,44904,5,63.79,95,1,No
7263,25,Female,Marketing,Analyst,High School,12,141618,3,93.79,37,0,Yes
7264,41,Female,HR,Manager,PhD,3,125119,1,72.24,19,0,No
7265,49,Female,Operations,Manager,Graduate,32,97192,1,86.14,95,1,No
7266,40,Other,HR,Analyst,Graduate,33,38711,5,71.87,71,1,No
7267,58,Female,Sales,Associate,Graduate,32,54055,3,68.43,52,1,No
7268,40,Other,Sales,Associate,Diploma,20,51347,4,88.55,54,0,No
7269,45,Female,Sales,Team Lead,Diploma,4,124277,4,84.96,16,0,Yes
7270,22,Other,Operations,Manager,Graduate,12,22501,1,68.72,45,2,No
7271,52,Female,IT,Manager,Graduate,16,56461,1,84.48,99,0,Yes
7272,46,Female,Operations,Analyst,High School,9,84361,1,60.2,1,1,No
7273,26,Other,Marketing,Manager,Post Graduate,9,90601,5,67.08,97,3,No
7274,23,Female,Marketing,Team Lead,High School,1,116368,5,89.11,10,0,No
7275,53,Male,Finance,Manager,Graduate,20,149223,2,76.41,77,1,No
7276,21,Other,Finance,Analyst,Diploma,0,23143,5,68.15,81,1,No
7277,25,Female,Marketing,Team Lead,Diploma,29,28465,3,80.24,9,1,Yes
7278,33,Other,HR,Senior Manager,Graduate,17,32733,5,78.61,22,3,No
7279,39,Female,Marketing,Analyst,Post Graduate,34,145886,3,85.36,87,3,No
7280,32,Male,IT,Senior Manager,PhD,21,23200,4,62.9,43,2,No
7281,45,Female,Finance,Manager,PhD,2,68439,2,92.77,74,0,No
7282,55,Female,Finance,Team Lead,High School,5,46745,5,62.33,55,3,No
7283,32,Male,Operations,Manager,Post Graduate,15,30285,4,78.15,27,2,Yes
7284,50,Other,Finance,Team Lead,PhD,2,75820,3,88.42,26,1,No
7285,25,Female,Marketing,Executive,Post Graduate,10,22874,2,73.79,47,2,No
7286,54,Female,Finance,Manager,Diploma,16,38307,4,96.4,71,2,No
7287,42,Male,Finance,Manager,Diploma,18,136799,3,90.21,36,2,No
7288,59,Other,Operations,Manager,Post Graduate,7,22161,2,77.04,63,0,Yes
7289,33,Other,Marketing,Associate,Graduate,13,97596,1,67.35,46,3,No
7290,23,Male,HR,Analyst,PhD,25,83308,5,61.74,48,3,No
7291,40,Male,Finance,Associate,PhD,24,94780,1,92.07,65,1,No
7292,51,Female,Finance,Team Lead,Diploma,9,49151,1,67.77,44,2,No
7293,25,Male,Finance,Team Lead,High School,31,57600,1,70.79,57,2,No
7294,44,Male,IT,Team Lead,PhD,14,137068,4,60.42,64,1,No
7295,53,Male,Marketing,Analyst,Diploma,3,129391,1,60.73,67,3,Yes
7296,28,Other,Finance,Team Lead,Diploma,27,48837,1,69.22,2,0,No
7297,44,Male,IT,Associate,Post Graduate,3,23538,4,94.91,89,1,No
7298,40,Female,HR,Associate,Post Graduate,12,119893,5,91.23,70,1,No
7299,36,Female,HR,Manager,Post Graduate,11,32212,2,90.79,85,0,No
7300,32,Female,Operations,Senior Manager,High School,14,33070,2,93.08,9,3,No
7301,33,Male,Operations,Executive,PhD,28,134035,5,67.46,9,1,No
7302,59,Other,Operations,Team Lead,High School,22,122971,4,99.16,38,2,No
7303,45,Male,IT,Analyst,High School,12,17698,1,69.29,64,0,Yes
7304,52,Male,HR,Analyst,Post Graduate,34,70203,2,66.0,57,3,No
7305,44,Female,Operations,Team Lead,Diploma,11,38011,5,71.79,36,1,No
7306,29,Male,Sales,Senior Manager,Graduate,29,45478,5,81.22,74,0,No
7307,43,Other,Operations,Associate,Diploma,4,117210,1,64.98,33,2,No
7308,33,Female,HR,Team Lead,Diploma,1,129845,5,89.54,9,2,No
7309,52,Other,Sales,Analyst,Diploma,29,138448,4,74.86,77,3,No
7310,35,Other,IT,Executive,Diploma,34,53589,4,82.74,37,0,No
7311,56,Other,Sales,Senior Manager,High School,9,125400,2,89.37,60,0,No
7312,25,Male,HR,Team Lead,Post Graduate,8,145048,3,96.08,65,0,No
7313,42,Male,Finance,Executive,Post Graduate,16,92832,5,92.77,73,2,Yes
7314,36,Male,Sales,Team Lead,Diploma,29,68756,4,81.5,95,3,No
7315,30,Male,HR,Senior Manager,Graduate,34,68791,1,99.65,28,2,No
7316,44,Female,Operations,Analyst,PhD,6,58820,1,81.19,49,2,No
7317,38,Male,Finance,Associate,Diploma,11,51958,3,81.44,64,3,No
7318,38,Female,IT,Associate,Diploma,33,57260,3,66.34,3,2,No
7319,27,Other,IT,Senior Manager,Graduate,2,52836,3,65.95,96,3,Yes
7320,24,Female,Marketing,Manager,High School,32,132657,1,66.75,23,3,No
7321,46,Male,IT,Associate,Diploma,12,67184,5,83.67,40,1,No
7322,25,Female,Marketing,Team Lead,Graduate,10,98399,4,76.61,21,2,No
7323,36,Male,IT,Executive,High School,19,134143,1,75.44,9,3,No
7324,55,Male,IT,Executive,High School,30,141834,4,65.1,43,0,No
7325,46,Female,IT,Associate,Diploma,32,105185,3,75.24,59,3,No
7326,38,Female,Marketing,Senior Manager,High School,33,68055,2,75.12,25,0,No
7327,49,Other,Operations,Senior Manager,Diploma,8,81978,5,84.83,13,3,No
7328,43,Other,Marketing,Senior Manager,Diploma,6,52670,3,75.54,11,1,No
7329,34,Other,Sales,Executive,Post Graduate,8,92622,3,76.75,19,1,No
7330,35,Other,HR,Analyst,PhD,25,108925,4,70.9,97,3,No
7331,53,Other,HR,Executive,PhD,1,139166,1,65.26,34,1,No
7332,45,Female,Operations,Analyst,Post Graduate,4,141391,2,72.0,85,0,No
7333,41,Other,HR,Senior Manager,Diploma,1,106999,5,61.71,62,1,No
7334,37,Female,IT,Manager,Graduate,9,144729,2,68.15,16,1,No
7335,43,Other,Operations,Executive,High School,30,43878,3,73.0,27,0,No
7336,37,Male,HR,Senior Manager,Post Graduate,32,91321,2,65.83,86,0,No
7337,34,Other,Marketing,Executive,Post Graduate,5,127498,5,86.6,79,2,No
7338,49,Male,Sales,Senior Manager,Post Graduate,13,102300,3,71.23,86,1,No
7339,40,Female,Finance,Executive,Post Graduate,13,81642,5,84.62,36,0,No
7340,50,Other,Sales,Team Lead,PhD,14,144286,2,85.76,99,1,No
7341,39,Female,HR,Executive,Diploma,32,31109,3,77.89,22,3,No
7342,59,Other,Operations,Team Lead,Post Graduate,30,109249,3,77.96,94,2,No
7343,33,Female,HR,Analyst,Post Graduate,16,57723,5,83.26,14,1,Yes
7344,38,Other,Marketing,Executive,Post Graduate,14,78237,1,70.5,12,1,No
7345,43,Other,Sales,Analyst,Graduate,19,104540,3,60.85,13,2,No
7346,53,Male,Marketing,Manager,Graduate,20,83493,5,85.8,85,1,No
7347,59,Female,Marketing,Associate,High School,28,95480,5,84.34,8,2,Yes
7348,38,Female,Finance,Associate,Diploma,8,128428,5,79.06,7,3,No
7349,29,Female,Marketing,Team Lead,Post Graduate,28,90148,1,95.03,77,2,No
7350,53,Female,Marketing,Executive,High School,33,112678,4,80.34,70,3,Yes
7351,52,Female,Finance,Associate,High School,8,44678,3,72.14,66,2,No
7352,37,Male,IT,Analyst,Diploma,29,28484,2,88.54,99,1,No
7353,39,Other,IT,Associate,Graduate,16,91162,5,98.5,22,1,No
7354,47,Male,Operations,Associate,Diploma,3,39208,2,89.48,80,0,No
7355,26,Female,Finance,Senior Manager,High School,31,120939,5,96.35,40,1,No
7356,55,Female,Operations,Associate,Diploma,31,29099,5,64.51,88,1,No
7357,57,Other,Operations,Analyst,Graduate,6,115099,3,64.84,86,2,No
7358,54,Male,Marketing,Associate,High School,31,143330,1,66.18,74,2,Yes
7359,40,Other,Operations,Executive,Diploma,4,96422,1,88.11,31,3,No
7360,45,Other,HR,Associate,Post Graduate,2,129092,2,75.59,64,1,No
7361,24,Male,Sales,Manager,Post Graduate,19,130482,4,79.11,26,1,No
7362,30,Other,HR,Associate,Diploma,16,149139,1,70.48,91,3,No
7363,30,Male,HR,Team Lead,Diploma,15,59247,1,89.44,89,1,No
7364,44,Male,Marketing,Senior Manager,Graduate,10,73643,4,93.81,63,0,No
7365,41,Female,Sales,Analyst,High School,12,28390,1,66.41,72,0,No
7366,31,Other,Operations,Associate,Diploma,17,145389,3,67.71,93,3,No
7367,47,Female,Sales,Associate,High School,13,130412,3,73.58,66,2,No
7368,36,Other,Operations,Executive,Post Graduate,33,127535,2,71.21,94,3,No
7369,46,Other,IT,Executive,High School,11,32616,2,81.26,52,1,No
7370,50,Female,Finance,Team Lead,PhD,21,106702,2,90.1,9,2,Yes
7371,36,Female,Marketing,Senior Manager,Graduate,20,104438,3,91.73,50,0,No
7372,27,Female,Operations,Analyst,Graduate,25,146611,2,68.34,31,3,No
7373,36,Male,Operations,Analyst,High School,1,57656,2,67.02,64,0,No
7374,55,Other,Sales,Analyst,Graduate,15,35978,3,74.55,45,0,No
7375,36,Male,Marketing,Team Lead,High School,33,58997,4,65.91,71,2,Yes
7376,32,Other,Operations,Team Lead,High School,10,82955,2,63.67,9,0,No
7377,55,Other,IT,Associate,Post Graduate,18,16188,1,69.7,87,1,No
7378,41,Male,HR,Senior Manager,High School,29,54308,3,75.76,82,2,Yes
7379,56,Male,Operations,Analyst,Graduate,6,72393,4,83.51,61,3,Yes
7380,37,Other,Sales,Analyst,PhD,26,31454,1,88.93,70,0,No
7381,52,Female,IT,Associate,Diploma,21,56451,1,68.91,72,2,Yes
7382,26,Female,Marketing,Senior Manager,Graduate,16,135008,5,92.75,53,2,No
7383,44,Female,Operations,Senior Manager,PhD,14,96698,4,61.35,95,2,Yes
7384,47,Female,IT,Senior Manager,Graduate,8,27311,5,77.76,82,3,No
7385,40,Other,IT,Executive,PhD,11,56428,3,85.32,38,0,No
7386,45,Female,IT,Senior Manager,Graduate,7,98380,4,71.65,28,3,No
7387,22,Female,IT,Manager,Diploma,1,75844,5,87.35,15,0,No
7388,29,Female,IT,Team Lead,Post Graduate,15,48796,3,94.68,43,1,Yes
7389,48,Other,IT,Senior Manager,Post Graduate,2,73187,2,63.57,66,3,Yes
7390,58,Male,Finance,Executive,Diploma,30,29725,1,80.5,68,1,No
7391,23,Female,Marketing,Manager,Graduate,25,132585,3,60.75,69,1,No
7392,40,Other,HR,Executive,PhD,1,15722,4,71.18,16,1,No
7393,26,Other,Marketing,Executive,High School,29,139883,1,65.48,80,3,No
7394,59,Female,Sales,Associate,Graduate,12,57697,1,84.97,99,3,No
7395,53,Male,Sales,Executive,Diploma,13,21690,3,69.95,41,1,No
7396,21,Male,Marketing,Executive,Post Graduate,0,120003,2,71.3,95,2,No
7397,57,Male,IT,Analyst,Post Graduate,31,122782,3,68.23,39,3,No
7398,26,Other,Finance,Team Lead,Graduate,5,71598,5,69.75,13,1,No
7399,54,Female,HR,Associate,PhD,21,37871,5,69.0,31,0,No
7400,35,Female,Operations,Associate,Diploma,10,106679,5,87.91,42,2,No
7401,46,Other,Operations,Analyst,Diploma,22,130360,4,98.23,76,3,No
7402,34,Female,IT,Manager,PhD,13,97184,3,79.61,46,1,No
7403,27,Female,Marketing,Analyst,PhD,13,147137,1,84.02,22,1,Yes
7404,51,Male,Operations,Associate,Graduate,19,26646,4,92.72,59,2,No
7405,44,Female,Marketing,Manager,Graduate,6,97126,5,79.04,11,3,No
7406,51,Female,Finance,Associate,Post Graduate,18,109317,4,72.08,85,2,No
7407,49,Other,Finance,Senior Manager,Post Graduate,25,69915,1,98.04,93,2,No
7408,52,Other,Marketing,Manager,PhD,21,34885,4,96.25,57,3,No
7409,37,Male,IT,Associate,High School,5,89006,2,68.81,21,2,Yes
7410,34,Other,IT,Analyst,High School,12,104194,5,88.12,63,1,No
7411,56,Male,IT,Associate,High School,9,129102,3,85.89,73,2,Yes
7412,44,Male,Operations,Analyst,Diploma,18,39206,5,85.99,11,2,No
7413,47,Female,HR,Manager,Graduate,30,102162,5,93.22,99,1,No
7414,45,Male,HR,Analyst,PhD,9,134214,3,86.96,91,2,No
7415,52,Female,IT,Manager,Post Graduate,12,56283,3,80.72,86,0,No
7416,38,Male,Marketing,Executive,High School,16,135647,1,93.84,23,1,No
7417,38,Other,Finance,Team Lead,Post Graduate,4,115108,1,70.59,91,1,No
7418,57,Other,Sales,Manager,Graduate,20,76987,2,87.17,71,2,No
7419,46,Other,Finance,Executive,PhD,19,98364,4,88.06,19,1,No
7420,29,Male,Finance,Executive,High School,6,30273,4,94.81,2,1,Yes
7421,55,Male,Sales,Executive,High School,14,93199,4,99.93,70,1,No
7422,28,Female,IT,Executive,PhD,14,147850,5,82.3,22,0,No
7423,40,Female,Finance,Manager,Post Graduate,22,124790,5,79.38,58,1,No
7424,42,Female,Sales,Analyst,Graduate,32,44714,3,84.03,98,0,No
7425,39,Female,Operations,Executive,Graduate,1,91324,2,86.35,32,0,No
7426,50,Male,Marketing,Senior Manager,Graduate,31,37015,2,88.52,45,3,No
7427,48,Male,Marketing,Executive,Post Graduate,14,87893,4,71.25,34,1,No
7428,55,Female,Marketing,Analyst,Post Graduate,6,102860,3,79.48,21,1,No
7429,31,Male,IT,Analyst,High School,8,122458,4,74.84,33,2,No
7430,51,Male,Finance,Team Lead,Post Graduate,27,114633,5,61.55,35,0,Yes
7431,59,Male,Finance,Team Lead,Diploma,21,117506,3,84.38,25,1,No
7432,56,Male,HR,Executive,PhD,2,86324,4,94.99,40,1,No
7433,50,Female,Marketing,Executive,Post Graduate,1,106665,2,96.86,9,0,No
7434,43,Female,IT,Associate,Graduate,21,80653,1,80.7,6,0,No
7435,39,Male,Sales,Associate,Post Graduate,24,54591,5,90.64,41,3,No
7436,32,Other,IT,Team Lead,High School,24,80821,4,88.5,10,3,No
7437,35,Female,Finance,Executive,PhD,31,110772,3,69.16,80,3,No
7438,51,Female,Marketing,Associate,PhD,6,86225,3,62.52,71,1,No
7439,57,Other,HR,Senior Manager,Graduate,30,52877,4,89.91,70,3,Yes
7440,57,Female,Operations,Manager,PhD,3,54975,2,71.31,71,0,No
7441,35,Other,IT,Team Lead,Diploma,32,58629,4,81.98,96,1,No
7442,49,Other,HR,Team Lead,PhD,14,95076,5,80.96,5,1,No
7443,46,Male,Finance,Analyst,Graduate,8,42109,3,92.71,45,0,Yes
7444,22,Female,Sales,Executive,PhD,5,115897,5,85.79,4,1,No
7445,40,Other,IT,Team Lead,Post Graduate,30,119777,1,93.89,79,1,No
7446,35,Male,Operations,Team Lead,High School,33,109822,2,90.09,44,0,No
7447,24,Female,Finance,Associate,Post Graduate,12,109517,4,99.99,13,2,Yes
7448,42,Male,Marketing,Senior Manager,Diploma,31,133951,4,94.55,33,3,Yes
7449,58,Male,IT,Executive,Diploma,21,129886,2,68.44,55,1,Yes
7450,43,Other,HR,Manager,High School,28,113705,3,98.46,57,1,No
7451,46,Female,IT,Senior Manager,High School,10,27471,4,73.61,49,0,Yes
7452,31,Male,Finance,Manager,High School,5,133489,2,84.31,97,0,Yes
7453,48,Other,Finance,Analyst,High School,4,113320,4,97.65,88,0,No
7454,22,Other,HR,Team Lead,PhD,0,99934,3,68.57,85,0,No
7455,28,Male,Operations,Associate,Post Graduate,9,147116,2,94.29,66,0,Yes
7456,49,Male,Finance,Senior Manager,Diploma,9,102460,3,98.13,81,2,Yes
7457,31,Other,IT,Manager,PhD,23,105751,4,94.15,55,2,No
7458,57,Male,Operations,Executive,High School,6,72801,2,92.77,19,1,No
7459,38,Male,HR,Analyst,Graduate,21,138885,1,70.58,12,1,No
7460,34,Female,Finance,Analyst,Graduate,20,89803,4,76.28,97,2,No
7461,30,Other,Finance,Team Lead,Post Graduate,21,97725,2,90.41,84,2,No
7462,55,Male,IT,Team Lead,Diploma,32,109794,1,64.73,92,0,Yes
7463,29,Other,Finance,Manager,Diploma,24,56822,2,95.53,72,1,No
7464,55,Female,IT,Manager,Post Graduate,30,68035,5,68.41,85,0,No
7465,31,Other,Marketing,Analyst,High School,15,26351,5,82.59,94,0,Yes
7466,32,Other,Operations,Manager,High School,14,17628,2,64.2,44,0,No
7467,23,Other,IT,Team Lead,Diploma,28,122689,2,67.41,30,1,No
7468,59,Female,Sales,Analyst,Diploma,18,140744,5,83.42,69,3,No
7469,34,Female,Finance,Analyst,Diploma,16,72670,4,85.39,40,1,No
7470,48,Other,Marketing,Executive,High School,25,66045,5,70.79,45,3,No
7471,31,Other,Operations,Executive,Graduate,34,110838,5,64.76,1,0,No
7472,59,Female,HR,Manager,Post Graduate,22,145805,5,81.98,6,3,Yes
7473,45,Male,Sales,Manager,Post Graduate,8,84739,3,93.63,11,1,No
7474,41,Female,HR,Team Lead,PhD,33,120022,4,68.06,63,2,No
7475,30,Other,Sales,Team Lead,PhD,17,122528,3,87.66,42,0,No
7476,35,Male,Marketing,Executive,Graduate,15,25575,4,75.44,50,0,No
7477,39,Male,Operations,Analyst,Diploma,31,108505,3,97.72,82,0,No
7478,42,Male,Marketing,Senior Manager,Graduate,27,80656,3,63.3,19,0,Yes
7479,41,Female,Marketing,Associate,PhD,31,134096,2,61.6,12,3,No
7480,52,Female,Sales,Associate,PhD,17,97103,5,64.97,46,0,No
7481,43,Female,IT,Senior Manager,Post Graduate,33,135045,2,91.3,84,2,No
7482,33,Female,Operations,Manager,Graduate,28,60944,2,96.91,25,0,Yes
7483,25,Other,HR,Associate,High School,20,128659,2,92.9,96,1,No
7484,24,Male,IT,Associate,PhD,0,19917,1,88.71,57,1,No
7485,48,Other,IT,Senior Manager,Post Graduate,15,130991,4,62.3,21,2,No
7486,34,Female,Finance,Senior Manager,Diploma,32,142102,2,68.55,58,0,No
7487,28,Female,HR,Executive,Graduate,20,137163,2,97.42,74,3,No
7488,29,Other,Sales,Analyst,PhD,34,87917,1,84.91,14,2,No
7489,55,Male,Finance,Team Lead,High School,26,61076,1,78.73,44,2,No
7490,57,Male,Finance,Executive,PhD,19,116051,5,86.09,46,1,No
7491,41,Female,Marketing,Associate,High School,30,107812,2,67.14,81,0,No
7492,38,Female,Sales,Team Lead,Graduate,15,119884,4,95.71,30,0,No
7493,53,Female,IT,Executive,High School,13,136112,2,86.25,97,0,Yes
7494,28,Female,Operations,Executive,High School,31,67910,5,78.85,28,2,No
7495,37,Male,IT,Senior Manager,Post Graduate,31,107174,2,78.3,40,3,No
7496,51,Other,IT,Team Lead,Graduate,1,47053,1,92.9,80,0,Yes
7497,54,Male,Marketing,Executive,PhD,21,16663,1,72.31,17,2,No
7498,26,Other,IT,Senior Manager,Diploma,16,63653,5,65.49,95,2,No
7499,42,Female,HR,Manager,Graduate,31,48153,5,67.43,9,1,No
7500,34,Female,IT,Team Lead,Graduate,16,101777,1,63.25,8,0,No
7501,23,Other,IT,Executive,Diploma,33,87975,1,80.31,51,2,No
7502,32,Female,HR,Associate,PhD,6,41861,2,87.09,26,1,No
7503,56,Male,Marketing,Manager,Post Graduate,28,83509,5,97.36,25,1,No
7504,32,Female,Finance,Senior Manager,PhD,16,95998,2,90.03,84,0,Yes
7505,22,Female,Sales,Executive,Diploma,23,76234,1,83.32,28,3,No
7506,22,Female,Marketing,Associate,PhD,7,40842,4,94.56,19,3,No
7507,35,Female,IT,Senior Manager,Graduate,22,120464,5,95.69,72,1,No
7508,43,Male,Finance,Senior Manager,Post Graduate,32,140874,2,88.5,67,1,No
7509,49,Other,Sales,Associate,High School,28,78608,5,62.25,14,3,No
7510,37,Female,Sales,Senior Manager,PhD,18,78004,4,71.67,51,2,Yes
7511,52,Female,Sales,Team Lead,High School,4,107903,3,73.45,86,1,No
7512,27,Male,HR,Manager,Post Graduate,22,107644,1,99.9,79,2,No
7513,50,Male,HR,Manager,High School,25,15836,4,78.57,0,0,No
7514,48,Male,Finance,Analyst,PhD,23,117904,3,90.48,18,3,No
7515,34,Female,IT,Executive,Diploma,20,40921,2,92.55,25,3,No
7516,50,Other,Finance,Senior Manager,Graduate,32,131469,4,86.13,58,2,No
